"Tropical Rose","Flowers","A cat-friendly rare plant known for its tropical appearance
    and its labor-intensive care. Ideal for spaces with indirect sunlight, the Tropical Rose  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/Flower 13 - YELLOW.png","43"
"Sweet Tarragon","Herbs","A poisonous native plant known for its sweet appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Sweet Tarragon  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 8 - YELLOW.png","94"
"Evergreen Panda Plant","Succulents","A hardy tropical plant known for its evergreen appearance
    and its labor-intensive care. Ideal for spaces with indirect sunlight, the Evergreen Panda Plant  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 6 - BLUE.png","40"
"Hardy Parsley","Herbs","A resilient common plant known for its hardy appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Hardy Parsley  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 1 - RED.png","49"
"Miniature Christmas Cactus","Succulents","A flood-resistant tropical plant known for its miniature appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Miniature Christmas Cactus  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Flower 8 - PINK.png","89"
"Woody Tarragon","Herbs","A herbaceous common plant known for its woody appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Woody Tarragon  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 7 - WHITE.png","19"
"Miniature Potato","Fruits and Vegetables","A dog-friendly tropical plant known for its miniature appearance
    and its difficult care. Ideal for spaces with low sunlight, the Miniature Potato  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Flower 8 - YELLOW.png","88"
"Bulbous Tomato","Fruits and Vegetables","A stunning tropical plant known for its bulbous appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Bulbous Tomato  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/TREE 7_YELLOWISH GREEN.png","27"
"Giant Basil","Herbs","An annual exotic plant known for its giant appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Giant Basil  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 13 - PINK.png","19"
"Robust Chives","Herbs","A hardy native plant known for its robust appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Robust Chives  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower 7 - PINK 2.png","55"
"Silver Thyme","Herbs","A fragrant common plant known for its silver appearance
    and its simple care. Ideal for spaces with full sunlight, the Silver Thyme  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 3 - RED 2.png","4"
"Compact Aloe Vera","Succulents","A vivid native plant known for its compact appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Compact Aloe Vera  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 9 - YELLOW.png","74"
"Prickly Daisy","Flowers","A herbaceous exotic plant known for its prickly appearance
    and its labor-intensive care. Ideal for spaces with dappled sunlight, the Prickly Daisy  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/Flower Pot 3 - PURPLE.png","40"
"Prickly Mint","Herbs","A drought-resistant common plant known for its prickly appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Prickly Mint  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/TREE 12_TEAL.png","95"
"Silver Lily","Flowers","A stunning tropical plant known for its silver appearance
    and its simple care. Ideal for spaces with no sunlight, the Silver Lily  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 5 - PURPLE.png","11"
"Prickly Basil","Herbs","A drought-resistant common plant known for its prickly appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Prickly Basil  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/TREE 6_TEAL.png","96"
"Trailing Daffodil","Flowers","A delicate tropical plant known for its trailing appearance
    and its simple care. Ideal for spaces with no sunlight, the Trailing Daffodil  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower 6 - PINK 2.png","6"
"Sweet Tulip","Flowers","A poisonous rare plant known for its sweet appearance
    and its difficult care. Ideal for spaces with full sunlight, the Sweet Tulip  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 4 - YELLOW.png","54"
"Broadleaf Lithops","Succulents","A delicate tropical plant known for its broadleaf appearance
    and its effortless care. Ideal for spaces with full sunlight, the Broadleaf Lithops  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 3 - RED.png","49"
"Trailing Daisy","Flowers","A resilient exotic plant known for its trailing appearance
    and its low-maintenance care. Ideal for spaces with dappled sunlight, the Trailing Daisy  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower 2 - TEAL.png","64"
"Prickly Panda Plant","Succulents","An ephemeral rare plant known for its prickly appearance
    and its difficult care. Ideal for spaces with full sunlight, the Prickly Panda Plant  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower 1 - COLORFUL.png","13"
"Colorful Daffodil","Flowers","A poisonous rare plant known for its colorful appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Colorful Daffodil  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 2 - PINK.png","3"
"Sweet Sage","Herbs","An ephemeral tropical plant known for its sweet appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Sweet Sage  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Bush 2 - RED.png","77"
"Graceful Cucumber","Fruits and Vegetables","A herbaceous native plant known for its graceful appearance
    and its difficult care. Ideal for spaces with low sunlight, the Graceful Cucumber  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 4 - WHITE.png","83"
"Robust Rosemary","Herbs","A delicious tropical plant known for its robust appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Robust Rosemary  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 6 - ORANGE.png","3"
"Smooth Zebra Haworthia","Succulents","A delicate tropical plant known for its smooth appearance
    and its labor-intensive care. Ideal for spaces with indirect sunlight, the Smooth Zebra Haworthia  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Flower 6 - ORANGE.png","93"
"Royal Lettuce","Fruits and Vegetables","A dog-friendly tropical plant known for its royal appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Royal Lettuce  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 1_SANDY GREEN.png","59"
"Soft Basil","Herbs","A variegated native plant known for its soft appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Soft Basil  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/Flower 12 - YELLOW.png","22"
"Delicate Chives","Herbs","A tepid exotic plant known for its delicate appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Delicate Chives  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 4 - YELLOW.png","68"
"Tropical Jade Plant","Succulents","A dog-friendly common plant known for its tropical appearance
    and its labor-intensive care. Ideal for spaces with dappled sunlight, the Tropical Jade Plant  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/Bush 1 (no flowers) - WARM GREEN.png","88"
"Royal Panda Plant","Succulents","An effervescent rare plant known for its royal appearance
    and its effortless care. Ideal for spaces with no sunlight, the Royal Panda Plant  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower 3 - PURPLE.png","53"
"Woody Thyme","Herbs","A variegated exotic plant known for its woody appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Woody Thyme  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower 10 - PURPLE.png","29"
"Leafy Sage","Herbs","A delicious exotic plant known for its leafy appearance
    and its low-maintenance care. Ideal for spaces with dappled sunlight, the Leafy Sage  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/Flower 4 - TEAL.png","26"
"Tropical Dill","Herbs","A tepid rare plant known for its tropical appearance
    and its effortless care. Ideal for spaces with full sunlight, the Tropical Dill  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/Flower 12 - YELLOW.png","41"
"Woody Rose","Flowers","A vivid native plant known for its woody appearance
    and its labor-intensive care. Ideal for spaces with direct sunlight, the Woody Rose  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/TREE 3_GREEN.png","83"
"Fragrant Echeveria","Succulents","A herbaceous rare plant known for its fragrant appearance
    and its effortless care. Ideal for spaces with no sunlight, the Fragrant Echeveria  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 5 - PURPLE.png","77"
"Classic Dill","Herbs","An annual native plant known for its classic appearance
    and its difficult care. Ideal for spaces with full sunlight, the Classic Dill  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/Flower Pot 3 - RED 2.png","41"
"Aromatic Blueberry","Fruits and Vegetables","A hardy native plant known for its aromatic appearance
    and its low-maintenance care. Ideal for spaces with direct sunlight, the Aromatic Blueberry  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/TREE 1_SANDY GREEN.png","40"
"Sunny Blueberry","Fruits and Vegetables","An effervescent exotic plant known for its sunny appearance
    and its labor-intensive care. Ideal for spaces with full sunlight, the Sunny Blueberry  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/Flower 7 - PINK 2.png","88"
"Smooth Lemon","Fruits and Vegetables","An allergenic native plant known for its smooth appearance
    and its difficult care. Ideal for spaces with full sunlight, the Smooth Lemon  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/Flower Pot 6 - RED.png","8"
"Sweet Apple","Fruits and Vegetables","A flood-resistant native plant known for its sweet appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Sweet Apple  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 2 - PURPLE.png","88"
"Leafy Aloe Vera","Succulents","A stunning tropical plant known for its leafy appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Leafy Aloe Vera  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/TREE 5_SANDY GREEN.png","1"
"Shimmering Echeveria","Succulents","A herbaceous common plant known for its shimmering appearance
    and its simple care. Ideal for spaces with dappled sunlight, the Shimmering Echeveria  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 8_PURPLE.png","59"
"Exotic Aloe Vera","Succulents","An effervescent common plant known for its exotic appearance
    and its simple care. Ideal for spaces with low sunlight, the Exotic Aloe Vera  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Flower 4 - PURPLE.png","41"
"Bright Tulip","Flowers","A resilient common plant known for its bright appearance
    and its difficult care. Ideal for spaces with low sunlight, the Bright Tulip  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 5_YELLOWISH GREEN.png","17"
"Trailing Apple","Fruits and Vegetables","A chicken-friendly exotic plant known for its trailing appearance
    and its simple care. Ideal for spaces with no sunlight, the Trailing Apple  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 5 - ORANGE.png","90"
"Aromatic Lettuce","Fruits and Vegetables","A fragrant common plant known for its aromatic appearance
    and its effortless care. Ideal for spaces with low sunlight, the Aromatic Lettuce  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 11 - PINK.png","16"
"Exotic Lily","Flowers","A herbaceous rare plant known for its exotic appearance
    and its simple care. Ideal for spaces with no sunlight, the Exotic Lily  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/TREE 3_TEAL.png","77"
"Elegant Jade Plant","Succulents","An annual rare plant known for its elegant appearance
    and its effortless care. Ideal for spaces with low sunlight, the Elegant Jade Plant  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/Flower 8 - YELLOW.png","95"
"Miniature Oregano","Herbs","A dog-friendly exotic plant known for its miniature appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Miniature Oregano  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Flower 11 - YELLOW.png","35"
"Prickly Lettuce","Fruits and Vegetables","A poisonous native plant known for its prickly appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Prickly Lettuce  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 1 - TEAL.png","22"
"Blooming Lettuce","Fruits and Vegetables","An allergenic exotic plant known for its blooming appearance
    and its low-maintenance care. Ideal for spaces with dappled sunlight, the Blooming Lettuce  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 4 - WHITE.png","72"
"Fragrant Panda Plant","Succulents","A vivid exotic plant known for its fragrant appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Fragrant Panda Plant  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/Flower 12 - PINK.png","1"
"Dwarf Carrot","Fruits and Vegetables","A flood-resistant common plant known for its dwarf appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Dwarf Carrot  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/Bush 1 - WARM GREEN 2.png","8"
"Dwarf Cilantro","Herbs","A dog-friendly tropical plant known for its dwarf appearance
    and its simple care. Ideal for spaces with direct sunlight, the Dwarf Cilantro  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/TREE 11_YELLOWISH GREEN.png","84"
"Soft Christmas Cactus","Succulents","A poisonous exotic plant known for its soft appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Soft Christmas Cactus  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Bush 1 (no flowers) - WARM GREEN.png","4"
"Medicinal Rose","Flowers","A poisonous rare plant known for its medicinal appearance
    and its labor-intensive care. Ideal for spaces with indirect sunlight, the Medicinal Rose  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/TREE 5_TEAL.png","26"
"Classic Cilantro","Herbs","A variegated rare plant known for its classic appearance
    and its simple care. Ideal for spaces with dappled sunlight, the Classic Cilantro  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 7 - PINK.png","53"
"Colorful Lily","Flowers","An allergenic native plant known for its colorful appearance
    and its difficult care. Ideal for spaces with low sunlight, the Colorful Lily  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/Bush 1 - WARM GREEN.png","30"
"Sweet Spinach","Fruits and Vegetables","A variegated rare plant known for its sweet appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Sweet Spinach  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 15_YELLOW.png","83"
"Leafy Christmas Cactus","Succulents","An allergenic native plant known for its leafy appearance
    and its labor-intensive care. Ideal for spaces with full sunlight, the Leafy Christmas Cactus  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 6 - ORANGE.png","27"
"Wild Echeveria","Succulents","A variegated rare plant known for its wild appearance
    and its difficult care. Ideal for spaces with full sunlight, the Wild Echeveria  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/TREE 11_YELLOWISH GREEN.png","14"
"Exuberant String of Dolphins","Succulents","A fragrant exotic plant known for its exuberant appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Exuberant String of Dolphins  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Flower 8 - RED.png","29"
"Thorny Sunflower","Flowers","A delicious rare plant known for its thorny appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Thorny Sunflower  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/Flower 7 - PINK.png","74"
"Bold Jade Plant","Succulents","A resilient exotic plant known for its bold appearance
    and its labor-intensive care. Ideal for spaces with full sunlight, the Bold Jade Plant  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/Flower 7 - PINK 2.png","72"
"Miniature Lemon","Fruits and Vegetables","A perennial common plant known for its miniature appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Miniature Lemon  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Bush 1 (no flowers) - RED.png","38"
"Frosty Cucumber","Fruits and Vegetables","A tepid exotic plant known for its frosty appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Frosty Cucumber  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Bush 1 - GREEN 2.png","77"
"Verdant Potato","Fruits and Vegetables","A cat-friendly rare plant known for its verdant appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Verdant Potato  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Bush 1 - GREEN 2.png","54"
"Vibrant Tulip","Flowers","A drought-resistant native plant known for its vibrant appearance
    and its effortless care. Ideal for spaces with full sunlight, the Vibrant Tulip  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Flower 10 - PINK.png","35"
"Bright Parsley","Herbs","An ephemeral exotic plant known for its bright appearance
    and its simple care. Ideal for spaces with direct sunlight, the Bright Parsley  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 13 - COLORFUL.png","88"
"Trailing String of Pearls","Succulents","A vivid tropical plant known for its trailing appearance
    and its simple care. Ideal for spaces with no sunlight, the Trailing String of Pearls  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 4 - COLORFUL.png","53"
"Sweet Chives","Herbs","A tepid exotic plant known for its sweet appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Sweet Chives  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower 3 - TEAL.png","72"
"Wild Lily","Flowers","A cat-friendly exotic plant known for its wild appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Wild Lily  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 10 - PURPLE.png","55"
"Fresh Strawberry","Fruits and Vegetables","A drought-resistant rare plant known for its fresh appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Fresh Strawberry  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/TREE 8_YELLOWISH GREEN.png","4"
"Aromatic Ghost Plant","Succulents","An ephemeral common plant known for its aromatic appearance
    and its labor-intensive care. Ideal for spaces with direct sunlight, the Aromatic Ghost Plant  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 3 - PURPLE.png","82"
"Verdant String of Dolphins","Succulents","An allergenic tropical plant known for its verdant appearance
    and its simple care. Ideal for spaces with low sunlight, the Verdant String of Dolphins  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Flower 2 - PINK.png","5"
"Wild Parsley","Herbs","An annual rare plant known for its wild appearance
    and its simple care. Ideal for spaces with no sunlight, the Wild Parsley  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Flower 2 - MAGENTA.png","43"
"Graceful Pepper","Fruits and Vegetables","A perennial native plant known for its graceful appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Graceful Pepper  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/TREE 8_GREEN.png","26"
"Graceful Potato","Fruits and Vegetables","An effervescent exotic plant known for its graceful appearance
    and its difficult care. Ideal for spaces with direct sunlight, the Graceful Potato  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 6_TEAL.png","35"
"Elegant Daffodil","Flowers","An ephemeral common plant known for its elegant appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Elegant Daffodil  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/Flower 6 - PINK.png","30"
"Wild Apple","Fruits and Vegetables","A resilient common plant known for its wild appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Wild Apple  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 1_YELLOWISH GREEN.png","82"
"Bold Chives","Herbs","A variegated common plant known for its bold appearance
    and its low-maintenance care. Ideal for spaces with direct sunlight, the Bold Chives  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Flower Pot 6 - ORANGE.png","1"
"Silver Rosemary","Herbs","A poisonous common plant known for its silver appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Silver Rosemary  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 11 - PINK.png","55"
"Shady Orchid","Flowers","A herbaceous rare plant known for its shady appearance
    and its difficult care. Ideal for spaces with full sunlight, the Shady Orchid  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 3 - TEAL.png","30"
"Thorny Oregano","Herbs","A drought-resistant common plant known for its thorny appearance
    and its simple care. Ideal for spaces with indirect sunlight, the Thorny Oregano  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 2 - MAGENTA.png","75"
"Sunny Pepper","Fruits and Vegetables","A stunning exotic plant known for its sunny appearance
    and its simple care. Ideal for spaces with indirect sunlight, the Sunny Pepper  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/TREE 4_ SANDY GREEN.png","75"
"Prickly Spinach","Fruits and Vegetables","A poisonous rare plant known for its prickly appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Prickly Spinach  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 11 - YELLOW.png","28"
"Dwarf Aloe Vera","Succulents","An allergenic common plant known for its dwarf appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Dwarf Aloe Vera  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 6_SANDY GREEN.png","59"
"Robust String of Pearls","Succulents","An annual tropical plant known for its robust appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Robust String of Pearls  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/TREE 13_SANDY GREEN.png","17"
"Hardy Echeveria","Succulents","A chicken-friendly native plant known for its hardy appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Hardy Echeveria  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/TREE 1_SANDY GREEN.png","75"
"Tropical Crown of Thorns","Succulents","A fragrant rare plant known for its tropical appearance
    and its labor-intensive care. Ideal for spaces with dappled sunlight, the Tropical Crown of Thorns  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 11_YELLOWISH GREEN.png","84"
"Hearty Christmas Cactus","Succulents","A stunning rare plant known for its hearty appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Hearty Christmas Cactus  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Flower 3 - BLUE.png","6"
"Prickly Cilantro","Herbs","A stunning rare plant known for its prickly appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Prickly Cilantro  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 3 - RED.png","19"
"Hardy Marigold","Flowers","An allergenic native plant known for its hardy appearance
    and its simple care. Ideal for spaces with direct sunlight, the Hardy Marigold  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Flower Pot 1 - RED.png","30"
"Sunny Sunflower","Flowers","A chicken-friendly tropical plant known for its sunny appearance
    and its simple care. Ideal for spaces with indirect sunlight, the Sunny Sunflower  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/Flower 8 - ORANGE.png","1"
"Classic Peony","Flowers","A variegated exotic plant known for its classic appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Classic Peony  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower 3 - PINK.png","17"
"Giant Zebra Haworthia","Succulents","A stunning tropical plant known for its giant appearance
    and its simple care. Ideal for spaces with low sunlight, the Giant Zebra Haworthia  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/TREE 15_TEAL.png","95"
"Spiky Rose","Flowers","A flood-resistant exotic plant known for its spiky appearance
    and its labor-intensive care. Ideal for spaces with direct sunlight, the Spiky Rose  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 1 - BLUE.png","5"
"Miniature Parsley","Herbs","A vivid exotic plant known for its miniature appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Miniature Parsley  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower 8 - YELLOW.png","72"
"Compact Basil","Herbs","A hardy common plant known for its compact appearance
    and its labor-intensive care. Ideal for spaces with full sunlight, the Compact Basil  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 1 - YELLOW.png","56"
"Miniature Sage","Herbs","A hypoallergenic tropical plant known for its miniature appearance
    and its difficult care. Ideal for spaces with no sunlight, the Miniature Sage  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/TREE 6_TEAL.png","19"
"Smooth Daffodil","Flowers","A herbaceous rare plant known for its smooth appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Smooth Daffodil  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Bush 1 - GREEN.png","74"
"Frosty Lily","Flowers","A poisonous exotic plant known for its frosty appearance
    and its simple care. Ideal for spaces with direct sunlight, the Frosty Lily  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/Flower 4 - PINK.png","88"
"Sunny Christmas Cactus","Succulents","A perennial exotic plant known for its sunny appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Sunny Christmas Cactus  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Flower Pot 3 - PURPLE.png","30"
"Hearty Lemon","Fruits and Vegetables","A hardy rare plant known for its hearty appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Hearty Lemon  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Flower 11 - RED.png","29"
"Leafy Rose","Flowers","A perennial exotic plant known for its leafy appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Leafy Rose  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/TREE 7_GREEN.png","27"
"Aromatic Zebra Haworthia","Succulents","A tepid rare plant known for its aromatic appearance
    and its difficult care. Ideal for spaces with full sunlight, the Aromatic Zebra Haworthia  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 4 - PURPLE.png","90"
"Dwarf Oregano","Herbs","An effervescent exotic plant known for its dwarf appearance
    and its effortless care. Ideal for spaces with low sunlight, the Dwarf Oregano  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 11_YELLOWISH GREEN.png","43"
"Evergreen Strawberry","Fruits and Vegetables","A drought-resistant native plant known for its evergreen appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Evergreen Strawberry  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/TREE 8_PURPLE.png","16"
"Trailing Parsley","Herbs","A chicken-friendly native plant known for its trailing appearance
    and its difficult care. Ideal for spaces with low sunlight, the Trailing Parsley  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Flower 5 - ORANGE.png","83"
"Golden Basil","Herbs","A drought-resistant common plant known for its golden appearance
    and its labor-intensive care. Ideal for spaces with full sunlight, the Golden Basil  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/TREE 14_SANDY GREEN.png","13"
"Fresh Rose","Flowers","A tepid rare plant known for its fresh appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Fresh Rose  
    requires maximal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 8_ROSE.png","16"
"Leafy Thyme","Herbs","A drought-resistant exotic plant known for its leafy appearance
    and its effortless care. Ideal for spaces with low sunlight, the Leafy Thyme  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 2 - RED.png","25"
"Blooming Marigold","Flowers","A perennial tropical plant known for its blooming appearance
    and its simple care. Ideal for spaces with no sunlight, the Blooming Marigold  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower 3 - TEAL.png","17"
"Frosty Lithops","Succulents","A drought-resistant exotic plant known for its frosty appearance
    and its simple care. Ideal for spaces with direct sunlight, the Frosty Lithops  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Flower 6 - PINK.png","74"
